review,rating,restaurant,type
"Gotta say, first time in, and the customer service is crazy. 5 stars. Huge portions! Date night, meetings, whatever your need, they will take care of you.",5,Mr Mista Oh,Korean restaurant
"Good flavors and good prices. At $17, I think the Bulgogi lunch box is a steal. Went around 1pm, not busy at all. I opted to sit outdoors, there is a call button at every table which was useful. Great service.  More",5,Mr Mista Oh,Korean restaurant
"Bigger portion than we had expected. Much better value compared to Ktown.The cheese haemool tteokbokkeum was much sweeter than I had expected, which was a disappointment because I prefer spicy but it wasnt too bad overall.  More",4,Mr Mista Oh,Korean restaurant
Yaki mandu was very good.  Service was marginal.  Bulgogi was very dry.  Sides were lacking.  More,3,Mr Mista Oh,Korean restaurant
great tasteIf you miss Korean   More,5,Mr Mista Oh,Korean restaurant
"If you're looking for a job here, do not work here. Biggest red flag is that they do not pay you on time and you could be without a paycheck for months even. Customers, your tips to these servers would not even hit their paycheck until months later. Such a shame that the food is so good.",1,Mr Mista Oh,Korean restaurant
3.5...I'm sort of surprised by the reviews. The service was excellent and everyone was so friendly but in terms of the food and especially the bbq we ordered it just doesn't even close to comparing to Korean bbq in northern Virginia (east coast  mecca of kbbq). Felt dry and just not amazing. Calamari was meh sadly.,3,Mr Mista Oh,Korean restaurant
"Good restaurant, quality and abundant dishes, at a reasonable price, we recommend it",5,Mr Mista Oh,Korean restaurant
Food is delicious every single time I visit.,5,Mr Mista Oh,Korean restaurant
today I went to visit that beautiful restaurant and the truth is that I do not regret it I recommend the food was very delicious and the service was great I will surely visit again  ,5,Mr Mista Oh,Korean restaurant
Excellent ! A real taste of Korea! It's plentiful and the place is nice  More,5,Mr Mista Oh,Korean restaurant
"a gem outside of koreatown. massive portion sizes and quiet, cute decor. forgot that i was in nyc because the portion sizes were so generous. great spot for casual meet up with friends",5,Mr Mista Oh,Korean restaurant
Great food and friendly service. Been here about 4 times and will continue coming back for Korean food! They were a bit slow because of all the online orders but I guess its a popular spot,5,Mr Mista Oh,Korean restaurant
"Amazing place, great ambiance, family owned vibe, incredible portion sizes for the price.  More",5,Mr Mista Oh,Korean restaurant
"Solid Korean spot! The chicken cutlet, galbi, and japchae were very tasty. The place was overall a bit pricey though, theres cheaper options that are as good in my opinion.",4,Mr Mista Oh,Korean restaurant
Creative Korean restaurant in the outskirts of ktown (more like flatiron). We came at 8pm so only had an hour to eat so recommend to come early on weekdays.  The bulgogi fries are to die for.  We also ordered pancakes and kimchi fried rice which were all Big portions and came pretty quickly.  We ended up taking half home,4,Mr Mista Oh,Korean restaurant
"Went for some Korean food and ended with this gem. Beautiful place, nicely decorated, with good attention to the customer, clean and excellent food. My wife ordered some spicy chicken with soup and I ordered the Galbi, ribs with Kimchi soup. Everything was perfect and the Korean beer selection was good. Nice place, well be back.  More",5,Mr Mista Oh,Korean restaurant
The stone pot bibimbap was delicious~ It's a b   More,5,Mr Mista Oh,Korean restaurant
The food is excellent. I've been there 3 times and ordered different food from their menu during each visit. The food never disappoint.,5,Mr Mista Oh,Korean restaurant
"This is my second time here. I always love the service here, they dont seem to talk to us just because they have to. The portion are always amazing as well. You guys should try coming here. Oh, I love their Samgyeopsal with Kimchijjigae!  More",5,Mr Mista Oh,Korean restaurant
"Phenomenal service, great food, kind people. Subi the chef and our waitress were incredibly kind.   More",5,Mr Mista Oh,Korean restaurant
food was sooo good and portions were very generous as well :) some of the best korean food i've had!!,5,Mr Mista Oh,Korean restaurant
Excellent! The food was great and the service was really nice!  More,5,Mr Mista Oh,Korean restaurant
Had a craving for spicy Korean soups and they have a few to choose from.,5,Mr Mista Oh,Korean restaurant
" Outstanding korean family restaurant. We went twice. First we ordered pork bibimbap, dumplings and teriyaki chicken. Second time we had spicy squid with rice. Everything was delicious. Portions   More",5,Mr Mista Oh,Korean restaurant
Excellent at all levels! The food was delicious and came in generous portions (I so loved my japchae!). The staff was very polite and welcoming. The environment was neat and friendly with chill k-pop sounds. Absolutely recommended!   More,5,Mr Mista Oh,Korean restaurant
super accessible (making/modifying res was super easy) & affordable place for good korean food! definitely above average korean food in nyc. service was really good too. Id say this place is actually a lot better than many places in ktown  More,5,Mr Mista Oh,Korean restaurant
"Food, service and price are great! I would recommend!",5,Mr Mista Oh,Korean restaurant
Good food big portion. Wait was bit long.  More,5,Mr Mista Oh,Korean restaurant
My first time eating Korean food and it was sooo good! Interesting flavors and so much food I could barely finish everything. Service was Good as well.  More,5,Mr Mista Oh,Korean restaurant
"Best japchae I've ever had :) Also the portions are quite generous, and the soondubu came with tons of beef!  More",5,Mr Mista Oh,Korean restaurant
Decent Korea food where some dishes are better than the other.Food - had a party of 6 and some liked their dish and some didnt. My pork rib   More,4,Mr Mista Oh,Korean restaurant
"Everything was so good Order the kimchi fries, bulgogi, bibimbap & lavender lemonade! The decor and ambiance is very peaceful. Also the staff is super friendly and helpful. Cant wait to visit again!   More",5,Mr Mista Oh,Korean restaurant
Fantastic service and delicious food. Treated like family! :),5,Mr Mista Oh,Korean restaurant
I love this place. Takeout and dine in are amazing.,5,Mr Mista Oh,Korean restaurant
"Well worth the trip from NJ. Food was amazing, especially the bulgogi and calamari! Great service, and incredibly attentive owners. Amazing Korean bbq,  cant wait to go back- Thanks for everything Holly!",5,Mr Mista Oh,Korean restaurant
Had a great time! Phenomenal food and service. Attentive staff and owners. Highly recommend for your next night out.,5,Mr Mista Oh,Korean restaurant
They have a genuine Korean food. I am from Korea a year ago and I haven't find a better restaurant than Mr Mista Oh in NY. Other Korean restaurants were too salty and they always have disappointed me. Any of them could not impress me for a   More,5,Mr Mista Oh,Korean restaurant
"Really good Korean food. The cheese haemool tteokbokkeum had amazing sauce and a good amount of seafood (shrimp, mussels, squid). Generous portions too.  More",4,Mr Mista Oh,Korean restaurant
"The food is great and the service was really nice! We ordered the kimchi jjigae, grilled mackerel, and truffle bulgogi rice. Kimchi jjigae was delicious and their grilled mackerel was really crispy and fresh (mackerel can be fishy if not   More",5,Mr Mista Oh,Korean restaurant
Beware the size of portions ;)  More,5,Mr Mista Oh,Korean restaurant
First review for '22 goes to this charming Korean restaurant which was a really good find. Was walking around the Madison Park area two Saturdays ago and was thinking where to go for late lunch which led us here.   More,5,Mr Mista Oh,Korean restaurant
"Delicious. We got the japchae, the mandu, the galbi, and the kimchi rice. Everything was fantastic. The ambiance and interior are lovely. Will definitely come here again.  More",5,Mr Mista Oh,Korean restaurant
Spicy pork bimbim bap is fantastic. Will come back for this.  More,5,Mr Mista Oh,Korean restaurant
"We ordered a whole bunch of dishes: bulgogi fries, doenjang jjigae, kimchi jjigae, cheese haemool tteok bokkeum.   More",5,Mr Mista Oh,Korean restaurant
"we stumbled upon this place after our first choice didnt have dine in options and we were SO HAPPY to have tried it! they cater to big groups (6 of us), great staff, and the food was deliciousss! the bbq options (spicy pork and bulgogi)   More",5,Mr Mista Oh,Korean restaurant
Ive never left a restaurant review in my life but I felt compelled to inform everyone how delicious this place was. If youre craving Korean food look no further. Sure the name is silly but the food is amazing. Trust me.,5,Mr Mista Oh,Korean restaurant
"Delicious food, generous portion, reasonably priced and friendly staff. Clean and nice ambience.  What else can I ask for?  Highly recomend!",5,Mr Mista Oh,Korean restaurant
"Excellent! We ordered chicken wings, bimbimbap, and doenjang jjigae, all of which were very tasty and authentic! The price point was also very affordable and the portion was very generous. Everything about it was just excellent! Three meals   More",5,Mr Mista Oh,Korean restaurant
"Very, very good food for reasonable prices!! And such nice and friendly service!  More",5,Mr Mista Oh,Korean restaurant
"What a great new Korean restaurant! I tried 3 kinds of dishes and everything was perfect!! Also, I love the cozy dining place. I can say both the main dishes and side dishes are very authentic and great.  More",5,Mr Mista Oh,Korean restaurant
The meat in Galbi jjim was so tender and juicy!,5,Mr Mista Oh,Korean restaurant
